,Año,Entidad,Población,Cantidad,Totales,Porcentaje,cve_agee
134,2020,Chiapas,No disponen de computadora,1128305.0,1348105.0,0.83695632,07
135,2020,Chihuahua,No disponen de computadora,653665.0,1145185.0,0.570794238,08
136,2020,Ciudad De México,No disponen de computadora,1098867.0,2752169.0,0.399273082,09
137,2020,Durango,No disponen de computadora,322263.0,493142.0,0.653489259,10
138,2020,Guanajuato,No disponen de computadora,1030880.0,1584834.0,0.650465601,11
139,2020,Guerrero,No disponen de computadora,744311.0,939989.0,0.791829479,12
140,2020,Hidalgo,No disponen de computadora,593644.0,855830.0,0.693647103,13
141,2020,Jalisco,No disponen de computadora,1277469.0,2327794.0,0.548789541,14
142,2020,México,No disponen de computadora,2704479.0,4561381.0,0.592907937,15
143,2020,Michoacán,No disponen de computadora,906741.0,1282371.0,0.707081648,16
144,2020,Morelos,No disponen de computadora,353884.0,559102.0,0.632950696,17
145,2020,Nayarit,No disponen de computadora,233893.0,360079.0,0.649560235,18
146,2020,Nuevo León,No disponen de computadora,856496.0,1654199.0,0.517770837,19
147,2020,Oaxaca,No disponen de computadora,889896.0,1121846.0,0.793242566,20
148,2020,Puebla,No disponen de computadora,1202686.0,1710331.0,0.703189032,21
149,2020,Querétaro,No disponen de computadora,345269.0,667596.0,0.517182548,22
150,2020,Quintana Roo,No disponen de computadora,353291.0,574124.0,0.615356613,23
151,2020,San Luis Potosí,No disponen de computadora,509334.0,773425.0,0.658543492,24
152,2020,Sinaloa,No disponen de computadora,525890.0,853421.0,0.616214037,25
153,2020,Sonora,No disponen de computadora,492212.0,874341.0,0.562951983,26
154,2020,Tabasco,No disponen de computadora,498645.0,668486.0,0.745931852,27
155,2020,Tamaulipas,No disponen de computadora,684238.0,1067197.0,0.641154351,28
156,2020,Tlaxcala,No disponen de computadora,239210.0,340954.0,0.701590244,29
157,2020,Veracruz,No disponen de computadora,1765959.0,2385265.0,0.740361763,30
158,2020,Yucatán,No disponen de computadora,409212.0,656907.0,0.622937493,31
159,2020,Zacatecas,No disponen de computadora,302291.0,442263.0,0.683509586,32
160,2020,Aguascalientes,No disponen de televisor,15135.0,386011.0,0.039208727,01
161,2020,Baja California,No disponen de televisor,69860.0,1144251.0,0.061053038,02
162,2020,Baja California Sur,No disponen de televisor,23755.0,239358.0,0.099244646,03
163,2020,Campeche,No disponen de televisor,32793.0,260221.0,0.126019806,04
164,2020,Coahuila,No disponen de televisor,34643.0,900275.0,0.038480464,05
165,2020,Colima,No disponen de televisor,18881.0,226445.0,0.08338007,06
166,2020,Chiapas,No disponen de televisor,304608.0,1348105.0,0.225952726,07
167,2020,Chihuahua,No disponen de televisor,73946.0,1145185.0,0.064571226,08
168,2020,Ciudad De México,No disponen de televisor,100501.0,2752169.0,0.036517016,09
169,2020,Durango,No disponen de televisor,34371.0,493142.0,0.069697977,10
170,2020,Guanajuato,No disponen de televisor,83619.0,1584834.0,0.052761993,11
171,2020,Guerrero,No disponen de televisor,175921.0,939989.0,0.18715219,12
172,2020,Hidalgo,No disponen de televisor,95322.0,855830.0,0.111379596,13
173,2020,Jalisco,No disponen de televisor,110708.0,2327794.0,0.047559191,14
174,2020,México,No disponen de televisor,248309.0,4561381.0,0.054437242,15
175,2020,Michoacán,No disponen de televisor,101798.0,1282371.0,0.079382644,16
176,2020,Morelos,No disponen de televisor,48923.0,559102.0,0.087502817,17
177,2020,Nayarit,No disponen de televisor,35344.0,360079.0,0.098156238,18
178,2020,Nuevo León,No disponen de televisor,69796.0,1654199.0,0.042193231,19
179,2020,Oaxaca,No disponen de televisor,295902.0,1121846.0,0.263763476,20
180,2020,Puebla,No disponen de televisor,191717.0,1710331.0,0.112093507,21
181,2020,Querétaro,No disponen de televisor,42587.0,667596.0,0.063791575,22
182,2020,Quintana Roo,No disponen de televisor,72027.0,574124.0,0.125455477,23
183,2020,San Luis Potosí,No disponen de televisor,77651.0,773425.0,0.100398875,24
184,2020,Sinaloa,No disponen de televisor,57173.0,853421.0,0.066992727,25
185,2020,Sonora,No disponen de televisor,59443.0,874341.0,0.06798606,26
186,2020,Tabasco,No disponen de televisor,82425.0,668486.0,0.123301012,27
187,2020,Tamaulipas,No disponen de televisor,69393.0,1067197.0,0.065023609,28
188,2020,Tlaxcala,No disponen de televisor,23676.0,340954.0,0.069440452,29
189,2020,Veracruz,No disponen de televisor,305455.0,2385265.0,0.128059146,30
190,2020,Yucatán,No disponen de televisor,56417.0,656907.0,0.085882781,31
191,2020,Zacatecas,No disponen de televisor,25498.0,442263.0,0.057653478,32
192,2010,Aguascalientes,No disponen de energía eléctrica,1923.0,289444.0,0.006643772,01
193,2010,Baja California,No disponen de energía eléctrica,9463.0,853254.0,0.011090484,02
194,2010,Baja California Sur,No disponen de energía eléctrica,5408.0,174441.0,0.031001886,03
195,2010,Campeche,No disponen de energía eléctrica,6475.0,211555.0,0.030606698,04
196,2010,Coahuila,No disponen de energía eléctrica,5064.0,714967.0,0.007082844,05
197,2010,Colima,No disponen de energía eléctrica,1380.0,177672.0,0.007767121,06
198,2010,Chiapas,No disponen de energía eléctrica,39479.0,1072239.0,0.036819217,07
199,2010,Chihuahua,No disponen de energía eléctrica,29898.0,910198.0,0.032847798,08
200,2010,Ciudad De México,No disponen de energía eléctrica,2256.0,2386605.0,0.000945276,09
201,2010,Durango,No disponen de energía eléctrica,14222.0,398342.0,0.035702989,10
202,2010,Guanajuato,No disponen de energía eléctrica,19954.0,1266235.0,0.015758528,11
203,2010,Guerrero,No disponen de energía eléctrica,33656.0,804801.0,0.041819034,12
204,2010,Hidalgo,No disponen de energía eléctrica,18996.0,662341.0,0.028680091,13
205,2010,Jalisco,No disponen de energía eléctrica,14871.0,1801306.0,0.008255677,14
206,2010,México,No disponen de energía eléctrica,30053.0,3687193.0,0.008150645,15
207,2010,Michoacán,No disponen de energía eléctrica,18648.0,1066061.0,0.017492432,16
208,2010,Morelos,No disponen de energía eléctrica,4462.0,460370.0,0.009692204,17
209,2010,Nayarit,No disponen de energía eléctrica,8783.0,288522.0,0.030441353,18
210,2010,Nuevo León,No disponen de energía eléctrica,4689.0,1190804.0,0.003937676,19
211,2010,Oaxaca,No disponen de energía eléctrica,48857.0,934055.0,0.052306342,20
212,2010,Puebla,No disponen de energía eléctrica,25569.0,1373171.0,0.018620405,21
213,2010,Querétaro,No disponen de energía eléctrica,9275.0,449923.0,0.020614639,22
214,2010,Quintana Roo,No disponen de energía eléctrica,7441.0,362762.0,0.020512071,23
215,2010,San Luis Potosí,No disponen de energía eléctrica,26059.0,631336.0,0.041275961,24
216,2010,Sinaloa,No disponen de energía eléctrica,8696.0,709748.0,0.012252236,25
217,2010,Sonora,No disponen de energía eléctrica,13352.0,703956.0,0.018967095,26
218,2010,Tabasco,No disponen de energía eléctrica,7651.0,558882.0,0.013689831,27
219,2010,Tamaulipas,No disponen de energía eléctrica,15393.0,867935.0,0.017735199,28
220,2010,Tlaxcala,No disponen de energía eléctrica,3278.0,272365.0,0.01203532,29
221,2010,Veracruz,No disponen de energía eléctrica,62388.0,1982612.0,0.031467579,30
222,2010,Yucatán,No disponen de energía eléctrica,10155.0,502948.0,0.020190954,31
223,2010,Zacatecas,No disponen de energía eléctrica,5688.0,372513.0,0.015269266,32
224,2010,Aguascalientes,No disponen de agua entubada,2655.0,289444.0,0.009172759,01
225,2010,Baja California,No disponen de agua entubada,28987.0,853254.0,0.033972299,02
226,2010,Baja California Sur,No disponen de agua entubada,12409.0,174441.0,0.071135799,03
227,2010,Campeche,No disponen de agua entubada,19847.0,211555.0,0.093814847,04
228,2010,Coahuila,No disponen de agua entubada,10422.0,714967.0,0.014576897,05
229,2010,Colima,No disponen de agua entubada,2139.0,177672.0,0.012039038,06
230,2010,Chiapas,No disponen de agua entubada,229595.0,1072239.0,0.214126701,07
231,2010,Chihuahua,No disponen de agua entubada,38697.0,910198.0,0.042514925,08
232,2010,Ciudad De México,No disponen de agua entubada,37316.0,2386605.0,0.0156356,09
233,2010,Durango,No disponen de agua entubada,19407.0,398342.0,0.048719442,10
234,2010,Guanajuato,No disponen de agua entubada,63018.0,1266235.0,0.049768013,11
235,2010,Guerrero,No disponen de agua entubada,226471.0,804801.0,0.281399998,12
236,2010,Hidalgo,No disponen de agua entubada,56486.0,662341.0,0.085282355,13
237,2010,Jalisco,No disponen de agua entubada,64254.0,1801306.0,0.035670786,14
